Date,City,Temperature (°C),Humidity (%),Wind Speed (km/h),Weather Condition
2012-10-01,San Antonio,20.6,43,20.2,Cloudy
2012-10-01,San Diego,24.6,25,6.7,Foggy
2012-10-01,Dallas,32.1,89,17.3,Rainy
2012-10-01,San Jose,15.9,56,0.8,Cloudy
2012-10-02,New York,-6.1,24,13.7,Snowy
2012-10-02,Los Angeles,11.5,19,8.2,Clear
2012-10-02,Chicago,-9.0,78,15.8,Cloudy
2012-10-02,Houston,14.1,71,29.0,Foggy
2012-10-02,Phoenix,3.4,95,3.6,Rainy
2012-10-02,Philadelphia,6.6,75,16.3,Cloudy
2012-10-02,San Antonio,30.5,98,16.2,Foggy
2012-10-02,San Diego,-8.2,22,17.4,Clear
2012-10-02,Dallas,3.5,87,11.9,Clear
2012-10-02,San Jose,36.0,66,5.9,Cloudy
2012-10-03,New York,18.9,100,0.3,Rainy
2012-10-03,Los Angeles,23.2,32,10.5,Clear
2012-10-03,Chicago,7.3,70,26.6,Rainy
2012-10-03,Houston,5.3,46,0.3,Foggy
2012-10-03,Phoenix,15.6,47,29.3,Foggy
2012-10-03,Philadelphia,12.3,76,0.5,Thunderstorm
2012-10-03,San Antonio,16.9,59,13.2,Snowy
2012-10-03,San Diego,32.4,37,20.7,Snowy
2012-10-03,Dallas,22.5,79,6.6,Snowy
2012-10-03,San Jose,38.1,21,10.8,Cloudy
2012-10-04,New York,18.0,48,27.9,Cloudy
2012-10-04,Los Angeles,29.8,32,1.0,Clear
2012-10-04,Chicago,28.8,27,29.2,Rainy
2012-10-04,Houston,36.8,20,28.7,Cloudy
2012-10-04,Phoenix,22.9,39,3.6,Foggy
2012-10-04,Philadelphia,11.1,27,16.8,Rainy
2012-10-04,San Antonio,32.0,65,27.6,Foggy
2012-10-04,San Diego,-1.6,20,23.5,Snowy
2012-10-04,Dallas,13.1,31,18.4,Clear
2012-10-04,San Jose,-2.7,31,29.7,Snowy
2012-10-05,New York,10.8,45,17.5,Thunderstorm
2012-10-05,Los Angeles,-8.6,45,25.6,Clear
2012-10-05,Chicago,-8.7,96,12.4,Foggy
2012-10-05,Houston,0.6,46,28.4,Clear
2012-10-05,Phoenix,3.9,60,15.1,Thunderstorm
2012-10-05,Philadelphia,9.1,88,28.4,Thunderstorm
2012-10-05,San Antonio,40.0,30,15.6,Cloudy
2012-10-05,San Diego,14.9,37,10.1,Clear
2012-10-05,Dallas,-8.7,19,20.8,Clear
2012-10-05,San Jose,18.6,30,5.1,Cloudy
2012-10-06,New York,12.0,71,2.2,Cloudy
2012-10-06,Los Angeles,1.6,31,30.0,Thunderstorm
2012-10-06,Chicago,-4.9,45,7.0,Clear
2012-10-06,Houston,-0.6,36,15.9,Snowy
2012-10-06,Phoenix,33.3,22,26.5,Clear
2012-10-06,Philadelphia,7.3,77,7.8,Thunderstorm
2012-10-06,San Antonio,20.3,34,28.1,Foggy
2012-10-06,San Diego,33.0,68,29.0,Thunderstorm
2012-10-06,Dallas,16.3,10,20.4,Rainy
2012-10-06,San Jose,27.4,20,7.6,Snowy
2012-10-07,New York,18.1,94,9.9,Snowy
2012-10-07,Los Angeles,4.6,67,20.8,Thunderstorm
2012-10-07,Chicago,20.2,29,28.4,Snowy
2012-10-07,Houston,28.3,91,12.7,Clear
2012-10-07,Phoenix,33.5,80,6.5,Rainy
2012-10-07,Philadelphia,15.3,10,4.7,Foggy
2012-10-07,San Antonio,12.2,47,5.4,Clear
2012-10-07,San Diego,9.4,62,5.1,Cloudy
2012-10-07,Dallas,5.8,11,22.1,Snowy
2012-10-07,San Jose,2.4,35,29.9,Foggy
2012-10-08,New York,6.3,72,4.0,Cloudy
2012-10-08,Los Angeles,23.8,87,16.3,Snowy
2012-10-08,Chicago,1.7,65,23.5,Foggy
2012-10-08,Houston,23.4,22,2.2,Clear
2012-10-08,Phoenix,10.3,83,15.0,Snowy
2012-10-08,Philadelphia,8.9,29,6.6,Rainy
2012-10-08,San Antonio,18.1,71,6.3,Rainy
2012-10-08,San Diego,31.9,45,22.8,Foggy
2012-10-08,Dallas,9.5,44,24.1,Foggy
2012-10-08,San Jose,-7.4,86,26.5,Foggy
2012-10-09,New York,-1.4,85,18.7,Clear
2012-10-09,Los Angeles,34.4,63,4.8,Rainy
2012-10-09,Chicago,16.4,46,5.7,Foggy
2012-10-09,Houston,19.6,94,8.2,Foggy
2012-10-09,Phoenix,-5.7,15,9.0,Clear
2012-10-09,Philadelphia,-6.0,63,17.6,Snowy
2012-10-09,San Antonio,33.6,12,21.1,Foggy
2012-10-09,San Diego,-6.7,17,11.9,Rainy
2012-10-09,Dallas,31.7,40,29.8,Snowy
2012-10-09,San Jose,-0.3,31,24.2,Foggy
2012-10-10,New York,8.8,47,20.9,Rainy
2012-10-10,Los Angeles,20.2,11,26.2,Foggy
2012-10-10,Chicago,19.2,62,5.9,Foggy
2012-10-10,Houston,33.7,77,26.3,Rainy
2012-10-10,Phoenix,5.5,64,10.3,Clear
2012-10-10,Philadelphia,12.0,73,20.8,Thunderstorm
2012-10-10,San Antonio,35.1,14,27.9,Cloudy
2012-10-10,San Diego,21.9,75,22.1,Rainy
2012-10-10,Dallas,7.9,34,22.6,Thunderstorm
2012-10-10,San Jose,34.2,68,23.9,Snowy
2012-10-11,New York,-4.9,26,9.9,Snowy
2012-10-11,Los Angeles,12.8,60,0.2,Rainy
2012-10-11,Chicago,-0.9,10,19.0,Foggy
2012-10-11,Houston,25.4,54,28.3,Thunderstorm
2012-10-11,Phoenix,36.8,39,4.4,Rainy
2012-10-11,Philadelphia,33.3,91,4.7,Snowy
2012-10-11,San Antonio,15.9,37,1.3,Cloudy
2012-10-11,San Diego,17.8,26,16.4,Foggy
2012-10-11,Dallas,-0.6,10,12.5,Snowy
2012-10-11,San Jose,20.8,84,29.5,Cloudy
2012-10-12,New York,0.4,41,2.4,Rainy
2012-10-12,Los Angeles,2.6,79,5.7,Rainy
2012-10-12,Chicago,27.8,60,21.8,Clear
2012-10-12,Houston,19.4,67,15.6,Foggy
2012-10-12,Phoenix,16.2,96,16.3,Foggy
2012-10-12,Philadelphia,30.5,88,20.9,Foggy
2012-10-12,San Antonio,1.4,33,24.2,Clear
2012-10-12,San Diego,16.8,69,29.1,Rainy
2012-10-12,Dallas,-7.6,19,8.8,Clear
2012-10-12,San Jose,7.0,16,20.3,Snowy
2012-10-13,New York,18.9,16,22.1,Thunderstorm
2012-10-13,Los Angeles,22.8,19,21.2,Cloudy
2012-10-13,Chicago,-6.5,81,2.8,Cloudy
2012-10-13,Houston,19.7,34,2.6,Cloudy
2012-10-13,Phoenix,23.5,14,25.9,Foggy
2012-10-13,Philadelphia,-5.1,47,7.7,Rainy
2012-10-13,San Antonio,15.5,45,10.8,Cloudy
2012-10-13,San Diego,-3.8,53,6.6,Foggy
2012-10-13,Dallas,21.8,96,11.1,Thunderstorm
2012-10-13,San Jose,21.7,70,24.6,Rainy
2012-10-14,New York,35.8,55,21.7,Foggy
2012-10-14,Los Angeles,1.6,78,9.7,Rainy
2012-10-14,Chicago,16.6,19,1.3,Thunderstorm
2012-10-14,Houston,2.2,90,9.8,Snowy
2012-10-14,Phoenix,36.8,29,3.2,Thunderstorm
2012-10-14,Philadelphia,25.5,68,18.9,Snowy
2012-10-14,San Antonio,26.1,65,16.3,Rainy
2012-10-14,San Diego,-4.0,47,17.6,Cloudy
2012-10-14,Dallas,25.3,41,6.5,Foggy
2012-10-14,San Jose,37.6,67,26.8,Foggy
2012-10-15,New York,30.0,38,7.8,Snowy
2012-10-15,Los Angeles,33.8,60,1.3,Thunderstorm
2012-10-15,Chicago,38.2,26,25.6,Foggy
2012-10-15,Houston,17.3,94,29.5,Thunderstorm
2012-10-15,Phoenix,6.4,38,19.3,Cloudy
2012-10-15,Philadelphia,-0.7,63,9.2,Rainy
2012-10-15,San Antonio,6.9,75,0.2,Clear
2012-10-15,San Diego,38.3,43,7.6,Snowy
2012-10-15,Dallas,17.6,83,3.9,Cloudy
2012-10-15,San Jose,34.1,30,10.9,Cloudy
2012-10-16,New York,8.5,33,2.1,Snowy
2012-10-16,Los Angeles,28.6,59,14.2,Snowy
2012-10-16,Chicago,-5.6,21,12.9,Clear
2012-10-16,Houston,28.4,11,18.1,Cloudy
2012-10-16,Phoenix,30.7,77,27.3,Foggy
2012-10-16,Philadelphia,-7.9,60,27.5,Thunderstorm
2012-10-16,San Antonio,4.6,26,11.9,Foggy
2012-10-16,San Diego,5.9,50,2.5,Thunderstorm
2012-10-16,Dallas,-1.4,12,23.7,Thunderstorm
2012-10-16,San Jose,1.6,85,14.4,Cloudy
2012-10-17,New York,33.4,49,5.1,Cloudy
2012-10-17,Los Angeles,14.6,86,24.7,Thunderstorm
2012-10-17,Chicago,-8.5,99,10.5,Foggy
2012-10-17,Houston,18.8,43,20.0,Snowy
2012-10-17,Phoenix,9.6,20,17.0,Rainy
2012-10-17,Philadelphia,-5.4,91,22.2,Thunderstorm
2012-10-17,San Antonio,33.5,29,6.8,Cloudy
2012-10-17,San Diego,3.4,81,24.9,Rainy
2012-10-17,Dallas,37.1,63,3.3,Cloudy
2012-10-17,San Jose,24.2,48,12.0,Snowy
2012-10-18,New York,-9.6,18,17.0,Foggy
2012-10-18,Los Angeles,-2.4,69,9.9,Foggy
2012-10-18,Chicago,11.6,73,24.2,Rainy
2012-10-18,Houston,31.2,53,10.6,Clear
2012-10-18,Phoenix,28.1,40,4.5,Rainy
2012-10-18,Philadelphia,-8.2,45,6.8,Rainy
2012-10-18,San Antonio,25.7,88,29.2,Cloudy
2012-10-18,San Diego,-1.1,46,3.0,Clear
2012-10-18,Dallas,0.6,35,8.6,Snowy
2012-10-18,San Jose,-3.4,21,13.8,Clear
2012-10-19,New York,31.0,51,10.4,Cloudy
2012-10-19,Los Angeles,23.5,89,18.5,Clear
2012-10-19,Chicago,25.5,92,18.9,Cloudy
2012-10-19,Houston,13.4,55,17.1,Foggy
2012-10-19,Phoenix,36.5,53,19.3,Rainy
2012-10-19,Philadelphia,-0.1,62,0.7,Cloudy
2012-10-19,San Antonio,-3.4,45,27.0,Clear
2012-10-19,San Diego,12.5,30,8.6,Cloudy
2012-10-19,Dallas,18.8,94,25.0,Foggy
2012-10-19,San Jose,0.6,13,12.7,Cloudy
2012-10-20,New York,-0.9,56,0.9,Clear
2012-10-20,Los Angeles,29.7,29,28.3,Rainy
2012-10-20,Chicago,-8.0,88,9.2,Thunderstorm
2012-10-20,Houston,-1.5,76,9.5,Cloudy
2012-10-20,Phoenix,27.8,37,24.0,Rainy
2012-10-20,Philadelphia,10.0,16,25.4,Foggy
2012-10-20,San Antonio,-9.9,37,29.3,Snowy
2012-10-20,San Diego,33.6,74,28.5,Cloudy
2012-10-20,Dallas,39.6,64,17.8,Snowy
2012-10-20,San Jose,14.0,60,12.5,Foggy
2012-10-21,New York,27.2,24,22.1,Clear
2012-10-21,Los Angeles,2.9,97,29.9,Snowy
2012-10-21,Chicago,17.0,76,1.1,Thunderstorm
2012-10-21,Houston,23.8,15,10.1,Thunderstorm
2012-10-21,Phoenix,37.7,83,17.4,Cloudy
2012-10-21,Philadelphia,16.9,56,8.2,Thunderstorm
2012-10-21,San Antonio,14.1,70,8.0,Snowy
2012-10-21,San Diego,15.2,96,9.7,Cloudy
2012-10-21,Dallas,13.6,95,22.4,Snowy
2012-10-21,San Jose,0.2,37,10.6,Clear
2012-10-22,New York,-5.9,70,14.2,Thunderstorm
2012-10-22,Los Angeles,16.3,48,15.7,Rainy
2012-10-22,Chicago,-5.2,67,12.4,Thunderstorm
2012-10-22,Houston,25.6,46,12.8,Snowy
2012-10-22,Phoenix,33.9,43,15.9,Snowy
2012-10-22,Philadelphia,27.2,89,7.6,Cloudy
2012-10-22,San Antonio,33.2,13,23.9,Foggy
2012-10-22,San Diego,28.1,18,25.4,Cloudy
2012-10-22,Dallas,25.8,71,20.4,Rainy
2012-10-22,San Jose,15.9,25,18.5,Clear
2012-10-23,New York,24.5,48,23.9,Foggy
2012-10-23,Los Angeles,6.2,71,4.0,Snowy
2012-10-23,Chicago,24.8,37,24.6,Cloudy
2012-10-23,Houston,-4.8,81,2.2,Rainy
2012-10-23,Phoenix,21.9,92,7.5,Rainy
2012-10-23,Philadelphia,12.2,38,25.8,Rainy
2012-10-23,San Antonio,23.3,26,25.7,Foggy
2012-10-23,San Diego,39.0,36,7.5,Cloudy
2012-10-23,Dallas,30.2,23,5.4,Clear
2012-10-23,San Jose,1.2,99,1.3,Foggy
2012-10-24,New York,1.7,61,8.6,Thunderstorm
2012-10-24,Los Angeles,18.3,54,25.3,Clear
2012-10-24,Chicago,1.2,76,2.3,Clear
2012-10-24,Houston,11.5,55,5.1,Rainy
2012-10-24,Phoenix,35.7,65,3.9,Thunderstorm
2012-10-24,Philadelphia,19.7,60,29.4,Clear
2012-10-24,San Antonio,23.5,78,9.1,Rainy
2012-10-24,San Diego,-5.2,33,18.8,Clear
2012-10-24,Dallas,16.0,72,9.3,Foggy
2012-10-24,San Jose,24.2,25,7.3,Snowy
2012-10-25,New York,25.8,92,16.9,Foggy
2012-10-25,Los Angeles,30.7,47,24.1,Cloudy
2012-10-25,Chicago,21.7,82,20.5,Thunderstorm
2012-10-25,Houston,20.0,31,13.2,Rainy
2012-10-25,Phoenix,11.5,87,20.3,Clear
2012-10-25,Philadelphia,7.9,80,9.1,Thunderstorm
2012-10-25,San Antonio,33.4,17,26.2,Foggy
2012-10-25,San Diego,-7.8,92,6.1,Rainy
2012-10-25,Dallas,29.4,33,21.9,Foggy
2012-10-25,San Jose,37.6,62,26.7,Cloudy
2012-10-26,New York,3.6,99,0.8,Clear
2012-10-26,Los Angeles,-8.3,82,0.2,Rainy
2012-10-26,Chicago,10.3,31,17.2,Clear
2012-10-26,Houston,-6.6,97,2.4,Clear
2012-10-26,Phoenix,38.5,70,18.5,Rainy
2012-10-26,Philadelphia,23.7,86,11.6,Snowy
2012-10-26,San Antonio,-9.6,95,9.1,Cloudy
2012-10-26,San Diego,-0.1,48,6.0,Rainy
2012-10-26,Dallas,13.4,87,10.3,Clear
2012-10-26,San Jose,10.0,79,23.0,Snowy
2012-10-27,New York,26.7,20,9.8,Rainy
2012-10-27,Los Angeles,-4.5,38,21.5,Snowy
2012-10-27,Chicago,-1.0,68,2.1,Thunderstorm
2012-10-27,Houston,9.9,64,2.6,Clear
2012-10-27,Phoenix,28.3,46,24.0,Rainy
2012-10-27,Philadelphia,15.1,60,25.5,Snowy
2012-10-27,San Antonio,32.2,86,23.1,Clear
2012-10-27,San Diego,-9.8,46,2.7,Cloudy
2012-10-27,Dallas,24.9,60,12.8,Foggy
2012-10-27,San Jose,38.5,11,24.6,Snowy
2012-10-28,New York,29.2,67,19.9,Rainy
2012-10-28,Los Angeles,-3.9,11,14.0,Snowy
2012-10-28,Chicago,9.2,48,7.8,Snowy
2012-10-28,Houston,-2.1,20,9.2,Cloudy
2012-10-28,Phoenix,-6.4,37,15.6,Cloudy
2012-10-28,Philadelphia,32.9,59,21.9,Clear
2012-10-28,San Antonio,36.7,99,15.0,Thunderstorm
2012-10-28,San Diego,39.1,53,14.0,Cloudy
2012-10-28,Dallas,-5.3,84,27.4,Cloudy
2012-10-28,San Jose,17.8,67,5.2,Snowy
2012-11-01,New York,-0.5,87,4.3,Foggy
2012-11-01,Los Angeles,11.6,59,25.6,Cloudy
2012-11-01,Chicago,22.7,95,23.1,Snowy
2012-11-01,Houston,9.9,52,11.0,Foggy
2012-11-01,Phoenix,9.0,74,26.5,Foggy
2012-11-01,Philadelphia,27.3,13,3.1,Clear
2012-11-01,San Antonio,18.9,67,5.1,Rainy
2012-11-01,San Diego,13.9,63,5.8,Rainy
2012-11-01,Dallas,6.7,31,13.8,Rainy
2012-11-01,San Jose,38.9,26,23.2,Clear
2012-11-02,New York,14.7,19,2.5,Clear
2012-11-02,Los Angeles,0.5,48,25.8,Thunderstorm
2012-11-02,Chicago,-5.2,36,14.1,Thunderstorm
2012-11-02,Houston,34.2,98,11.3,Rainy
2012-11-02,Phoenix,13.3,84,13.5,Cloudy
2012-11-02,Philadelphia,34.5,83,16.9,Clear
2012-11-02,San Antonio,2.2,57,9.8,Cloudy
2012-11-02,San Diego,24.9,62,6.3,Rainy
2012-11-02,Dallas,38.7,87,14.8,Snowy
2012-11-02,San Jose,28.9,80,12.1,Cloudy
2012-11-03,New York,13.2,22,14.2,Snowy
2012-11-03,Los Angeles,-1.9,28,29.0,Foggy
2012-11-03,Chicago,27.8,35,15.5,Foggy
2012-11-03,Houston,11.3,24,15.3,Cloudy
2012-11-03,Phoenix,33.7,56,13.1,Rainy
2012-11-03,Philadelphia,14.1,23,14.0,Thunderstorm
2012-11-03,San Antonio,14.4,77,16.2,Foggy
2012-11-03,San Diego,36.3,91,10.0,Foggy
2012-11-03,Dallas,10.8,73,9.1,Snowy
2012-11-03,San Jose,38.9,74,23.6,Snowy
2012-11-04,New York,5.4,46,25.0,Snowy
2012-11-04,Los Angeles,14.7,28,16.9,Foggy
2012-11-04,Chicago,-1.6,92,4.5,Cloudy
2012-11-04,Houston,23.9,81,17.4,Cloudy
2012-11-04,Phoenix,13.8,53,8.9,Cloudy
2012-11-04,Philadelphia,-5.5,19,14.5,Snowy
2012-11-04,San Antonio,-1.0,67,18.1,Rainy
2012-11-04,San Diego,30.2,39,17.7,Rainy
2012-11-04,Dallas,24.4,65,21.3,Foggy
2012-11-04,San Jose,19.8,97,13.1,Thunderstorm
2012-11-05,New York,36.5,90,6.9,Snowy
2012-11-05,Los Angeles,23.4,75,1.2,Cloudy
2012-11-05,Chicago,17.0,39,25.0,Clear
2012-11-05,Houston,30.7,13,13.4,Thunderstorm
2012-11-05,Phoenix,32.0,76,7.5,Snowy
2012-11-05,Philadelphia,8.4,66,24.8,Clear
2012-11-05,San Antonio,26.1,24,22.1,Cloudy
2012-11-05,San Diego,19.7,76,22.0,Thunderstorm
2012-11-05,Dallas,11.7,36,11.0,Thunderstorm
2012-11-05,San Jose,11.8,18,20.2,Clear
2012-11-06,New York,7.5,27,16.7,Thunderstorm
2012-11-06,Los Angeles,10.8,31,12.4,Clear
2012-11-06,Chicago,0.1,52,22.0,Thunderstorm
2012-11-06,Houston,2.4,55,26.1,Cloudy
2012-11-06,Phoenix,10.0,20,7.6,Clear
2012-11-06,Philadelphia,7.5,75,19.4,Cloudy
2012-11-06,San Antonio,37.9,18,27.4,Rainy
2012-11-06,San Diego,-9.3,49,20.5,Cloudy
2012-11-06,Dallas,34.3,56,3.3,Cloudy
2012-11-06,San Jose,6.8,58,24.0,Thunderstorm
2012-11-07,New York,0.7,59,21.6,Clear
2012-11-07,Los Angeles,9.6,59,22.4,Thunderstorm
2012-11-07,Chicago,-1.9,27,5.6,Thunderstorm
2012-11-07,Houston,0.2,18,17.6,Snowy
2012-11-07,Phoenix,38.8,23,8.7,Thunderstorm
2012-11-07,Philadelphia,5.6,73,1.2,Foggy
2012-11-07,San Antonio,26.8,80,7.7,Rainy
2012-11-07,San Diego,25.8,50,23.0,Cloudy
2012-11-07,Dallas,28.2,51,7.1,Clear
2012-11-07,San Jose,-8.4,34,19.0,Cloudy
2012-11-08,New York,21.8,24,26.1,Thunderstorm
2012-11-08,Los Angeles,14.2,55,2.5,Thunderstorm
2012-11-08,Chicago,39.6,94,4.8,Snowy
2012-11-08,Houston,17.3,16,24.7,Clear
2012-11-08,Phoenix,5.5,17,26.8,Rainy
2012-11-08,Philadelphia,18.0,59,26.3,Thunderstorm
2012-11-08,San Antonio,0.2,35,13.1,Cloudy
2012-11-08,San Diego,-3.4,75,2.2,Snowy
2012-11-08,Dallas,-5.5,44,3.7,Thunderstorm
2012-11-08,San Jose,-0.4,24,7.2,Foggy
2012-11-09,New York,34.5,44,27.4,Cloudy
2012-11-09,Los Angeles,19.0,12,20.0,Cloudy
2012-11-09,Chicago,9.9,16,28.8,Thunderstorm
2012-11-09,Houston,-7.5,35,16.4,Cloudy
2012-11-09,Phoenix,20.2,81,17.2,Clear
2012-11-09,Philadelphia,21.0,64,15.2,Foggy
2012-11-09,San Antonio,10.7,41,3.4,Rainy
2012-11-09,San Diego,24.5,34,7.5,Cloudy
2012-11-09,Dallas,26.1,48,19.6,Cloudy
2012-11-09,San Jose,0.1,55,14.7,Cloudy
2012-11-10,New York,-8.5,63,17.5,Cloudy
2012-11-10,Los Angeles,-2.2,65,14.7,Foggy
2012-11-10,Chicago,6.8,29,14.5,Cloudy
2012-11-10,Houston,-0.7,71,29.3,Cloudy
2012-11-10,Phoenix,-1.8,48,15.4,Clear
2012-11-10,Philadelphia,-3.4,29,21.0,Clear
2012-11-10,San Antonio,12.2,19,27.4,Rainy
2012-11-10,San Diego,7.9,100,24.1,Thunderstorm
2012-11-10,Dallas,15.4,21,1.5,Clear
2012-11-10,San Jose,13.4,91,9.8,Rainy
2012-11-11,New York,27.9,84,8.9,Rainy
2012-11-11,Los Angeles,3.5,81,9.2,Rainy
2012-11-11,Chicago,21.5,50,10.9,Foggy
2012-11-11,Houston,-1.2,36,10.6,Foggy
2012-11-11,Phoenix,17.2,60,10.0,Cloudy
2012-11-11,Philadelphia,22.9,78,16.7,Foggy
2012-11-11,San Antonio,27.6,18,7.6,Rainy
2012-11-11,San Diego,10.9,93,27.9,Thunderstorm
2012-11-11,Dallas,1.5,76,1.4,Foggy
2012-11-11,San Jose,22.4,20,23.4,Clear
2012-11-12,New York,-9.5,36,25.6,Cloudy
2012-11-12,Los Angeles,-0.6,43,16.5,Thunderstorm
2012-11-12,Chicago,38.6,71,25.4,Snowy
2012-11-12,Houston,37.0,19,21.9,Rainy
2012-11-12,Phoenix,-1.5,19,2.9,Thunderstorm
2012-11-12,Philadelphia,-2.9,74,5.9,Thunderstorm
2012-11-12,San Antonio,-6.6,30,27.2,Cloudy
2012-11-12,San Diego,3.3,31,26.2,Rainy
2012-11-12,Dallas,12.4,68,2.1,Foggy
2012-11-12,San Jose,-0.9,63,9.6,Clear
2012-11-13,New York,38.9,55,22.4,Foggy
2012-11-13,Los Angeles,26.5,77,13.2,Thunderstorm
2012-11-13,Chicago,19.9,70,19.3,Snowy
2012-11-13,Houston,-2.7,82,19.6,Clear
2012-11-13,Phoenix,17.5,16,23.8,Foggy
2012-11-13,Philadelphia,10.4,55,3.6,Clear
2012-11-13,San Antonio,31.9,48,9.5,Thunderstorm
2012-11-13,San Diego,-7.1,65,1.8,Cloudy
2012-11-13,Dallas,29.1,22,4.1,Thunderstorm
2012-11-13,San Jose,-2.0,24,11.1,Cloudy
2012-11-14,New York,39.1,88,8.7,Thunderstorm
2012-11-14,Los Angeles,-7.8,64,25.0,Rainy
2012-11-14,Chicago,8.5,26,11.2,Rainy
2012-11-14,Houston,-0.5,74,17.4,Thunderstorm
2012-11-14,Phoenix,33.0,99,19.7,Rainy
2012-11-14,Philadelphia,21.6,52,19.9,Clear
2012-11-14,San Antonio,22.6,95,4.6,Clear
2012-11-14,San Diego,2.7,94,21.0,Clear
2012-11-14,Dallas,4.2,59,16.6,Foggy
2012-11-14,San Jose,-3.7,44,3.6,Foggy
2012-11-15,New York,-0.1,73,6.2,Foggy
2012-11-15,Los Angeles,15.4,26,28.6,Thunderstorm
2012-11-15,Chicago,6.8,45,10.1,Snowy
2012-11-15,Houston,5.5,93,29.5,Snowy
2012-11-15,Phoenix,0.5,55,10.0,Cloudy
2012-11-15,Philadelphia,30.2,27,22.2,Snowy
2012-11-15,San Antonio,-4.7,39,17.2,Thunderstorm
2012-11-15,San Diego,18.1,47,0.7,Foggy
2012-11-15,Dallas,7.5,87,10.6,Foggy
2012-11-15,San Jose,32.1,31,2.7,Thunderstorm
2012-11-16,New York,2.3,50,27.7,Clear
2012-11-16,Los Angeles,39.4,58,13.2,Snowy
2012-11-16,Chicago,33.3,67,19.2,Cloudy
2012-11-16,Houston,33.5,11,24.5,Cloudy
2012-11-16,Phoenix,33.2,85,17.1,Clear
2012-11-16,Philadelphia,30.8,61,9.3,Snowy
2012-11-16,San Antonio,27.8,65,10.6,Snowy
2012-11-16,San Diego,11.0,74,10.0,Clear
2012-11-16,Dallas,-6.2,98,18.4,Clear
2012-11-16,San Jose,-0.0,90,11.0,Rainy
2012-11-17,New York,-2.8,10,10.7,Rainy
2012-11-17,Los Angeles,19.0,93,21.7,Foggy
2012-11-17,Chicago,28.5,27,5.4,Cloudy
2012-11-17,Houston,10.3,63,12.2,Cloudy
2012-11-17,Phoenix,-0.1,19,5.3,Clear
2012-11-17,Philadelphia,15.5,66,15.4,Snowy
2012-11-17,San Antonio,38.7,12,27.5,Snowy
2012-11-17,San Diego,13.7,97,15.1,Cloudy
2012-11-17,Dallas,22.0,17,18.6,Clear
2012-11-17,San Jose,13.0,19,26.2,Clear
2012-11-18,New York,16.7,71,26.8,Cloudy
2012-11-18,Los Angeles,-7.0,49,25.0,Snowy
2012-11-18,Chicago,35.3,83,3.4,Cloudy
2012-11-18,Houston,13.3,18,1.4,Clear
2012-11-18,Phoenix,23.5,82,14.4,Clear
2012-11-18,Philadelphia,29.7,57,28.8,Foggy
2012-11-18,San Antonio,20.4,92,1.8,Foggy
2012-11-18,San Diego,34.6,84,15.9,Foggy
2012-11-18,Dallas,29.3,76,15.5,Thunderstorm
2012-11-18,San Jose,18.9,18,16.4,Clear
2012-11-19,New York,-9.8,33,2.9,Cloudy
2012-11-19,Los Angeles,21.4,73,1.4,Clear
2012-11-19,Chicago,-1.6,35,24.9,Snowy
2012-11-19,Houston,13.7,70,14.4,Cloudy
2012-11-19,Phoenix,-9.9,74,18.6,Snowy
2012-11-19,Philadelphia,24.8,80,8.3,Rainy
2012-11-19,San Antonio,27.3,13,27.9,Rainy
2012-11-19,San Diego,31.1,96,2.3,Rainy
2012-11-19,Dallas,-9.6,75,8.3,Snowy
2012-11-19,San Jose,34.6,96,0.9,Snowy
2012-11-20,New York,17.6,14,16.9,Clear
2012-11-20,Los Angeles,-1.3,73,24.4,Rainy
2012-11-20,Chicago,-1.3,28,18.8,Snowy
2012-11-20,Houston,-7.5,36,6.7,Foggy
2012-11-20,Phoenix,-8.9,94,0.6,Cloudy
2012-11-20,Philadelphia,-0.8,82,19.4,Thunderstorm
2012-11-20,San Antonio,-2.6,68,17.7,Snowy
2012-11-20,San Diego,33.3,84,18.6,Clear
2012-11-20,Dallas,-5.4,66,27.7,Rainy
2012-11-20,San Jose,17.5,83,16.9,Foggy
2012-11-21,New York,8.2,100,0.6,Cloudy
2012-11-21,Los Angeles,29.4,69,13.3,Rainy
2012-11-21,Chicago,8.5,68,26.6,Foggy
2012-11-21,Houston,6.0,23,22.6,Thunderstorm
2012-11-21,Phoenix,34.7,61,17.2,Clear
2012-11-21,Philadelphia,4.7,38,9.1,Rainy
2012-11-21,San Antonio,18.9,11,0.7,Thunderstorm
2012-11-21,San Diego,0.9,48,27.0,Rainy
2012-11-21,Dallas,13.6,95,12.4,Clear
2012-11-21,San Jose,7.0,26,6.3,Rainy
2012-11-22,New York,-1.8,54,19.0,Thunderstorm
2012-11-22,Los Angeles,2.8,70,3.4,Snowy
2012-11-22,Chicago,-5.5,68,15.9,Cloudy
2012-11-22,Houston,18.0,96,15.4,Foggy
2012-11-22,Phoenix,-9.3,26,8.2,Thunderstorm
2012-11-22,Philadelphia,-5.5,47,20.9,Clear
2012-11-22,San Antonio,14.1,72,28.4,Clear
2012-11-22,San Diego,15.5,63,16.3,Cloudy
2012-11-22,Dallas,7.9,62,4.0,Foggy
2012-11-22,San Jose,9.7,61,9.3,Rainy
2012-11-23,New York,2.2,74,17.9,Thunderstorm
2012-11-23,Los Angeles,33.9,61,25.5,Snowy
2012-11-23,Chicago,-8.7,87,18.8,Clear
2012-11-23,Houston,5.2,25,24.6,Clear
2012-11-23,Phoenix,9.2,30,18.9,Foggy
